mirID 	youngRep1_AS_ZT0	youngRep1_AS_ZT4	youngRep1_AS_ZT8	youngRep1_AS_ZT12	youngRep1_AS_ZT16	youngRep1_AS_ZT20	youngRep2_AS_ZT0	youngRep2_AS_ZT4	youngRep2_AS_ZT8	youngRep2_AS_ZT12	youngRep2_AS_ZT16	youngRep2_AS_ZT20	oldRep1_AS_ZT0	oldRep1_AS_ZT4	oldRep1_AS_ZT8	oldRep1_AS_ZT12	oldRep1_AS_ZT16	oldRep1_AS_ZT20	oldRep2_AS_ZT0	oldRep2_AS_ZT4	oldRep2_AS_ZT8	oldRep2_AS_ZT12	oldRep2_AS_ZT16	oldRep2_AS_ZT20
dme-miR-2279-5p_MIMAT0011784 	4.09523809524 	11.744047619 	11.8571428571 	13.4619047619 	12.7380952381 	12.1071428571 	14.6523809524 	11.6428571429 	12.580952381 	12.0238095238 	14.8571428571 	11.7380952381 	12.8571428571 	9.45238095238 	9.94523809524 	14.2619047619 	15.4464285714 	12.1047619048 	14.619047619 	16.6666666667 	12.7857142857 	17.669047619 	13.1547619048 	11.619047619 
dme-miR-2279-3p_MIMAT0011785 	0.0 	0.0 	0.0 	1.0 	1.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-4975-5p_MIMAT0020205 	54.0 	76.5 	72.0 	65.0 	99.5 	67.0 	90.0 	67.0 	52.0 	86.5 	67.0 	82.0 	59.0 	42.0 	49.5 	67.0 	51.0 	65.0 	62.0 	58.0 	55.5 	86.0 	55.0 	55.5 
dme-miR-4976-5p_MIMAT0020206 	6.0 	21.0 	35.0 	35.0 	40.0 	39.0 	34.0 	42.0 	43.0 	33.0 	30.0 	34.0 	107.0 	51.0 	64.0 	96.0 	92.0 	52.5 	100.0 	84.0 	84.0 	73.5 	52.5 	86.5 
dme-miR-4976-3p_MIMAT0020207 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	1.0 	0.0 	0.0 	1.0 	0.0 	1.0 	0.0 	0.0 
dme-miR-4977-5p_MIMAT0020208 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-4977-3p_MIMAT0020209 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	1.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-4909-3p_MIMAT0020515 	1.0 	4.0 	8.0 	5.0 	8.0 	2.0 	2.0 	4.0 	4.0 	4.0 	5.0 	4.0 	2.0 	4.0 	2.0 	2.0 	3.0 	4.0 	2.0 	5.0 	3.0 	6.0 	2.0 	3.0 
dme-miR-4980-3p_MIMAT0020213 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	1.0 	2.0 	1.0 	0.0 	0.0 	0.0 	1.0 	1.0 	0.0 	0.0 	0.0 
dme-miR-4981-3p_MIMAT0020214 	481.0 	1055.0 	862.0 	617.0 	899.0 	906.0 	915.0 	1092.0 	1001.0 	908.0 	656.0 	920.0 	837.0 	693.0 	706.0 	834.0 	796.0 	961.0 	835.0 	955.0 	773.0 	1031.5 	655.0 	727.0 
dme-miR-280-5p_MIMAT0000343 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-986-5p_MIMAT0005503 	18224.5 	35711.5 	34554.0 	22584.0 	28485.0 	30533.0 	31964.0 	30346.0 	28552.5 	26945.0 	24051.0 	31487.0 	36916.0 	33094.0 	31887.0 	40111.0 	35802.0 	39333.5 	33329.0 	43343.5 	30213.0 	41077.5 	29515.0 	31812.0 
dme-miR-986-3p_MIMAT0020884 	19.0 	22.0 	16.0 	18.0 	16.0 	33.0 	18.0 	17.0 	31.0 	33.0 	14.0 	20.0 	20.0 	18.0 	21.0 	20.0 	22.0 	16.0 	17.0 	7.0 	23.0 	22.0 	14.0 	18.0 
dme-miR-987-5p_MIMAT0005504 	87229.8333333 	239421.833333 	228152.666667 	195287.333333 	202140.5 	203673.333333 	245339.833333 	277352.0 	221788.5 	235834.833333 	185892.0 	243302.333333 	206693.333333 	213210.833333 	175476.0 	235158.0 	172587.0 	217478.0 	207589.416667 	267606.75 	236770.333333 	335118.333333 	238927.666667 	203592.333333 
dme-miR-987-3p_MIMAT0020885 	38.0 	113.0 	144.0 	114.0 	175.0 	107.0 	89.0 	163.0 	175.0 	149.0 	123.0 	135.0 	97.0 	74.0 	50.0 	87.0 	108.0 	74.0 	74.0 	74.0 	70.0 	74.0 	44.0 	68.0 
dme-miR-14-3p_MIMAT0000120 	693656.333333 	1118037.40079 	1146481.17897 	1122415.69444 	1442688.63333 	969195.455556 	1689280.32778 	1609871.47222 	1789610.1373 	1666896.68333 	1111853.85 	1353043.06746 	1350781.51667 	883813.986447 	1005709.45794 	1612562.66587 	1746333.66587 	853925.048413 	1304148.46488 	1090952.27063 	860761.708669 	1018975.49841 	593019.455556 	890842.656349 
dme-miR-14-5p_MIMAT0020798 	6255.0 	10070.5 	11920.5 	11895.0 	17445.5 	15832.5 	10916.5 	13502.5 	18501.0 	14537.0 	11617.5 	12799.8333333 	13747.0 	11503.5 	12420.3333333 	15563.8333333 	14724.0 	13037.0 	13444.0 	14116.5 	13606.0 	13370.5 	8342.5 	10397.5 
dme-miR-307b-5p_MIMAT0012194 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	1.0 	1.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-307b-3p_MIMAT0012195 	0.0 	0.0 	4.0 	0.0 	1.0 	0.0 	0.0 	0.0 	2.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	1.0 	0.0 	1.0 	0.0 	2.0 	2.0 	1.0 	0.0 
dme-miR-307a-3p_MIMAT0000398 	642.0 	1633.66666667 	1986.0 	2053.0 	2485.0 	2167.0 	2399.0 	2688.5 	2882.0 	2382.33333333 	1632.0 	2313.0 	2012.0 	1702.5 	1707.0 	2308.0 	2386.0 	1717.0 	2221.0 	1927.0 	1877.0 	1742.5 	1314.5 	1576.0 
dme-miR-307a-5p_MIMAT0020832 	18.0 	63.0 	91.0 	88.0 	75.0 	86.0 	108.0 	94.5 	101.0 	103.0 	80.0 	94.0 	89.0 	61.0 	71.0 	128.0 	147.0 	76.0 	114.0 	99.0 	95.5 	61.0 	74.0 	88.0 
dme-miR-4967-5p_MIMAT0020192 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	2.0 	0.0 	1.0 	0.0 	1.0 	2.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-4967-3p_MIMAT0020193 	0.0 	1.0 	1.0 	1.0 	3.0 	1.0 	1.0 	1.0 	1.0 	2.0 	0.0 	3.0 	0.0 	1.0 	2.0 	0.0 	2.0 	0.0 	1.0 	0.0 	0.0 	1.0 	0.0 	0.0 
dme-miR-1008-3p_MIMAT0005021 	5.0 	8.0 	16.0 	12.0 	22.0 	14.0 	17.0 	15.0 	24.0 	16.0 	7.0 	21.0 	7.0 	13.0 	9.0 	23.0 	26.0 	15.0 	18.0 	13.0 	26.0 	7.0 	11.0 	13.0 
dme-miR-1008-5p_MIMAT0032028 	181.0 	533.5 	646.5 	723.0 	582.0 	553.5 	603.0 	607.5 	686.5 	673.5 	512.0 	703.0 	344.0 	384.0 	328.0 	466.0 	425.5 	423.5 	444.0 	473.0 	414.5 	545.0 	407.5 	381.5 
dme-miR-988-3p_MIMAT0005505 	423.0 	295.0 	320.0 	368.0 	814.0 	580.0 	334.0 	536.0 	544.0 	741.0 	395.0 	514.5 	463.0 	294.0 	279.0 	268.5 	311.5 	274.0 	385.0 	373.0 	343.0 	422.0 	244.0 	310.0 
dme-miR-988-5p_MIMAT0020886 	1006.5 	2412.0 	3564.0 	3524.5 	2546.5 	3611.0 	3243.0 	2409.0 	2540.0 	2470.0 	2190.0 	2725.0 	2499.0 	4606.0 	2773.5 	4497.0 	4465.0 	3265.0 	6038.5 	3579.0 	4514.0 	6072.0 	6297.5 	2511.0 
dme-miR-281-3p_MIMAT0000345 	1106.0 	2162.0 	2685.0 	2473.5 	2766.33333333 	2598.0 	2711.5 	2636.5 	2796.5 	2607.5 	2219.0 	2525.5 	3486.5 	2768.33333333 	2583.5 	3830.5 	3267.25 	2644.0 	3485.0 	3274.5 	3144.5 	3470.5 	2665.5 	2374.5 
dme-miR-281-2-5p_MIMAT0000349 	45115.0 	89691.5 	80344.0 	52879.0 	84088.5 	79406.5 	58182.0 	79476.5 	85378.0 	69496.5 	56513.0 	65762.0 	83959.5 	63491.0 	64124.0 	72855.0 	69799.0 	87474.0 	57020.5 	72134.5 	58240.0 	92717.0 	50640.0 	46244.5 
dme-miR-281-1-5p_MIMAT0000344 	47723.0 	89579.5 	81191.0 	53228.0 	84422.5 	79682.0 	59621.0 	81174.5 	85845.0 	70027.5 	57192.0 	67017.0 	85257.5 	64221.0 	64094.0 	74108.5 	71967.0 	87689.0 	57795.5 	73330.0 	59417.0 	90850.5 	51022.0 	47992.5 
dme-miR-281-3p_MIMAT0000345_1 	1077.0 	2123.0 	2644.0 	2426.5 	2698.33333333 	2550.0 	2655.5 	2589.5 	2734.5 	2538.5 	2188.0 	2463.5 	3432.5 	2722.33333333 	2551.5 	3774.5 	3218.25 	2585.0 	3446.0 	3216.5 	3102.5 	3421.5 	2629.5 	2330.5 
dme-miR-184-5p_MIMAT0000330 	59.0 	75.0 	132.0 	250.0 	246.0 	159.0 	125.0 	138.0 	270.0 	181.0 	102.0 	110.0 	236.0 	209.0 	175.0 	277.0 	230.0 	124.0 	342.0 	185.0 	312.0 	267.0 	136.0 	98.0 
dme-miR-184-3p_MIMAT0000331 	8954117.5 	4910539.5 	3808267.5 	2605478.0 	3368560.5 	3861067.5 	2681833.0 	4326239.0 	3535909.5 	2742172.0 	2663296.5 	2798047.5 	2137258.5 	1962839.5 	1698373.0 	2435441.0 	2707755.5 	2929983.0 	1853257.5 	2241355.5 	1812465.0 	2979321.5 	1892028.0 	1863110.0 
dme-miR-9379-5p_MIMAT0035221 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 
dme-miR-9379-3p_MIMAT0035222 	13.0 	54.0 	18.0 	27.0 	28.0 	22.0 	36.0 	37.0 	32.0 	24.0 	29.0 	31.0 	23.0 	19.0 	23.0 	24.0 	19.0 	26.0 	22.0 	13.0 	14.0 	33.0 	21.0 	18.0 
dme-miR-4978-5p_MIMAT0020210 	0.0 	3.0 	0.0 	0.0 	4.0 	3.0 	1.0 	0.0 	1.0 	2.0 	1.0 	2.0 	2.0 	1.0 	3.0 	1.0 	2.0 	3.0 	1.0 	1.0 	1.0 	0.0 	1.0 	0.0 
dme-miR-989-3p_MIMAT0005506 	13.0 	2.0 	179.5 	8.0 	1.0 	6.0 	3.0 	12.0 	4.0 	7.0 	2.0 	7.0 	556.0 	7.0 	2.0 	8.0 	9.0 	9.0 	11.5 	13.0 	14.0 	16.0 	10.0 	9.0 
dme-miR-989-5p_MIMAT0020887 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-308-3p_MIMAT0000399 	419.0 	1135.5 	1802.5 	1639.5 	1187.0 	1326.0 	1494.0 	1948.5 	1756.5 	1711.5 	1151.0 	1703.5 	3082.5 	3896.5 	2770.5 	4406.0 	4063.5 	3161.5 	4951.0 	4349.0 	4600.0 	3651.5 	3371.0 	3860.0 
dme-miR-308-5p_MIMAT0020833 	611.055555556 	1233.0 	2088.5 	2933.0 	2105.4 	2173.11111111 	2144.5 	2034.5 	2057.9 	2354.9 	1851.5 	2318.1 	2436.2 	3147.0 	2252.0 	3766.6 	3575.95882353 	2909.9 	4244.78333333 	3408.35 	3731.8 	4485.75 	4395.0 	2834.8 
dme-miR-1016-3p_MIMAT0005029 	10.0 	17.0 	23.0 	18.0 	34.0 	22.0 	20.0 	36.0 	29.0 	39.0 	18.0 	21.0 	13.0 	7.0 	10.0 	19.0 	13.0 	7.0 	10.0 	9.0 	8.0 	12.0 	9.0 	9.0 
dme-miR-1016-5p_MIMAT0020908 	13.0 	36.0 	45.0 	23.0 	35.0 	27.0 	32.0 	41.0 	32.0 	29.0 	37.0 	40.0 	24.0 	23.0 	18.0 	26.0 	26.0 	30.0 	23.0 	25.0 	26.0 	29.0 	22.0 	18.0 
dme-miR-278-3p_MIMAT0000339 	33078.5 	68392.5 	90245.0 	98808.5 	114623.5 	106602.5 	120734.0 	107681.0 	129473.0 	112665.5 	77846.0 	112038.0 	109521.0 	86231.5 	94114.0 	126250.5 	117642.0 	86979.0 	115312.5 	108274.5 	102136.5 	91627.0 	74300.5 	95950.5 
dme-miR-278-5p_MIMAT0020805 	46807.0 	37409.0 	28099.0 	20120.0 	24333.5 	21222.0 	18897.0 	33307.0 	28267.0 	20311.0 	14369.0 	20021.0 	23029.0 	24819.0 	16931.0 	24410.5 	28084.0 	19261.0 	22268.0 	20153.0 	18571.0 	19274.0 	11902.0 	18092.0 
dme-miR-4919-5p_MIMAT0020513 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 	1.0 	3.0 	0.0 	2.0 	1.0 	0.0 	2.0 	1.0 	2.0 	5.0 	1.0 	1.0 	3.0 	0.0 	0.0 
dme-miR-4919-3p_MIMAT0032117 	586.0 	1392.0 	1398.0 	944.0 	1579.0 	1399.0 	1081.0 	1670.0 	1553.0 	1511.0 	1111.0 	1297.0 	1121.0 	805.333333333 	851.0 	691.0 	573.0 	878.0 	783.0 	1078.0 	787.0 	995.0 	543.0 	744.0 
dme-miR-137-3p_MIMAT0005507 	2061.0 	4930.0 	4297.0 	3745.0 	4081.0 	3409.0 	3314.0 	4953.0 	4883.0 	3199.0 	2249.0 	3628.0 	3633.0 	3971.0 	2648.0 	3903.0 	4749.0 	3380.0 	3595.0 	3049.0 	3086.0 	3014.0 	2079.0 	2999.0 
dme-miR-137-5p_MIMAT0020888 	35.0 	166.0 	189.0 	212.0 	255.0 	206.0 	259.0 	281.0 	347.0 	231.0 	147.0 	263.0 	197.0 	196.0 	154.0 	234.0 	266.0 	170.0 	271.0 	235.0 	243.0 	139.0 	114.0 	182.0 
dme-miR-8-3p_MIMAT0000113 	1257146.33333 	3071233.0 	3908624.0 	3666333.5 	4558815.0 	4349398.33333 	4585645.0 	3997458.5 	4563707.5 	4282665.5 	3308129.0 	4520961.83333 	4238160.5 	3275457.83333 	3642495.0 	4615948.0 	4108384.5 	4163942.0 	4516770.0 	4520545.5 	3845361.5 	3912487.0 	3008374.0 	3762805.5 
dme-miR-8-5p_MIMAT0020791 	23896.0 	43221.5 	45157.5 	47235.5 	61479.5 	52444.5 	34374.5 	44807.0 	55743.5 	41508.0 	31017.0 	35412.0 	33975.5 	36159.0 	28025.0 	31885.0 	33815.0 	41261.3333333 	39866.0 	32167.5 	30669.0 	39598.5 	24614.0 	21158.0 
dme-miR-990-5p_MIMAT0005508 	6323.0 	10583.5 	10531.5 	10745.0 	10980.5 	10320.5 	7823.0 	12508.0 	13060.0 	10425.0 	7439.0 	9179.0 	3401.5 	4224.0 	2930.0 	3709.0 	3653.0 	3784.0 	4320.5 	4330.0 	4143.0 	4630.0 	2897.5 	2742.5 
dme-miR-990-3p_MIMAT0020889 	0.0 	0.333333333333 	0.5 	0.0 	0.0 	3.0 	2.0 	1.0 	1.0 	1.5 	2.0 	0.0 	1.0 	0.0 	1.0 	4.0 	1.0 	0.0 	0.0 	0.0 	1.0 	0.0 	2.0 	1.5 
dme-miR-3643-5p_MIMAT0018059 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-3643-3p_MIMAT0018060 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 
dme-miR-31a-5p_MIMAT0000400 	95563.3333333 	150929.166667 	106727.166667 	79688.8333333 	100079.166667 	103312.166667 	97005.3333333 	120898.5 	111444.333333 	94875.5 	86657.0 	103901.166667 	71616.1666667 	67101.6666667 	53885.6666667 	76562.1666667 	78252.8333333 	87504.5 	59208.5 	80493.3333333 	54539.8333333 	97072.8333333 	60518.3333333 	57249.3333333 
dme-miR-31a-3p_MIMAT0020834 	7.0 	35.0 	27.0 	30.0 	48.0 	34.0 	63.0 	36.0 	46.0 	46.0 	28.0 	50.0 	40.0 	39.0 	33.0 	29.0 	65.0 	42.0 	37.0 	51.0 	49.0 	29.0 	32.0 	39.0 
dme-miR-11182_MIMAT0043998 	185.5 	280.261904762 	267.333333333 	277.5 	349.710144928 	289.523809524 	322.166666667 	315.166666667 	384.089285714 	362.333333333 	230.142857143 	324.333333333 	328.817287785 	229.583333333 	205.380952381 	276.666666667 	267.091097308 	200.166666667 	292.416666667 	252.608225108 	262.166666667 	303.53030303 	175.75 	243.5 
dme-miR-4982-5p_MIMAT0020215 	0.0 	2.0 	0.0 	1.0 	0.0 	0.0 	1.0 	5.0 	1.0 	0.0 	0.0 	2.0 	3.0 	0.0 	3.0 	1.0 	3.0 	2.0 	1.0 	3.0 	6.0 	1.0 	1.0 	1.0 
dme-miR-4982-3p_MIMAT0020216 	0.0 	1.0 	0.0 	0.625 	0.5 	3.0 	0.5 	3.33333333333 	0.0 	0.0 	0.0 	0.0 	0.5 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	4.0 
dme-miR-4983-5p_MIMAT0020217 	1.0 	1.0 	3.0 	0.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	0.0 	1.0 	0.0 	2.0 	0.0 	0.0 	1.0 	0.0 	0.0 	3.0 	0.0 	0.0 	0.0 	1.0 
dme-miR-4983-3p_MIMAT0020218 	0.0 	0.0 	1.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	1.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-6-3p_MIMAT0000111 	25.6666666667 	124.333333333 	86.0 	77.0 	84.6666666667 	83.5 	49.6666666667 	45.8333333333 	50.0 	53.0 	38.6666666667 	45.3333333333 	85.3333333333 	88.1666666667 	57.3333333333 	105.833333333 	92.0 	74.6666666667 	105.583333333 	99.6666666667 	97.3333333333 	135.333333333 	124.666666667 	66.3333333333 
dme-miR-6-3-5p_MIMAT0020789 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-6-3p_MIMAT0000111_1 	25.6666666667 	124.833333333 	86.5 	77.5 	84.6666666667 	83.5 	49.6666666667 	45.3333333333 	50.0 	53.0 	38.6666666667 	45.3333333333 	86.3333333333 	86.6666666667 	57.3333333333 	105.333333333 	92.5 	75.1666666667 	105.083333333 	99.6666666667 	97.3333333333 	133.333333333 	123.666666667 	67.8333333333 
dme-miR-6-2-5p_MIMAT0020788 	0.0 	0.0 	2.0 	0.0 	4.0 	2.0 	1.0 	2.0 	0.0 	0.0 	0.0 	0.0 	2.0 	2.0 	0.0 	1.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	3.0 
dme-miR-6-3p_MIMAT0000111_2 	25.6666666667 	124.833333333 	86.5 	77.5 	84.6666666667 	84.0 	49.6666666667 	45.8333333333 	50.0 	53.0 	38.6666666667 	45.3333333333 	86.3333333333 	87.1666666667 	57.3333333333 	105.833333333 	92.5 	75.1666666667 	105.583333333 	99.6666666667 	97.3333333333 	134.333333333 	123.666666667 	67.8333333333 
dme-miR-6-1-5p_MIMAT0020787 	0.0 	2.0 	1.0 	0.0 	2.0 	2.0 	0.0 	1.0 	0.0 	4.0 	1.0 	1.0 	3.0 	2.0 	0.0 	0.0 	1.0 	2.0 	0.0 	1.0 	0.0 	0.0 	1.0 	3.0 
dme-miR-5-5p_MIMAT0000110 	119.0 	389.0 	247.0 	207.0 	291.0 	255.0 	170.0 	188.0 	174.5 	211.0 	159.0 	201.0 	304.0 	280.0 	223.5 	326.0 	336.0 	429.0 	283.0 	337.0 	337.0 	416.0 	301.0 	264.0 
dme-miR-5-3p_MIMAT0020786 	1.0 	0.0 	0.0 	0.0 	1.0 	1.0 	1.0 	2.0 	2.0 	5.0 	4.0 	2.0 	0.0 	1.0 	2.0 	4.0 	2.0 	0.0 	0.0 	0.0 	0.0 	2.0 	0.5 	1.0 
dme-miR-4-3p_MIMAT0000109 	8.0 	23.0 	10.0 	3.0 	9.0 	10.0 	19.0 	12.0 	17.0 	9.0 	5.0 	6.0 	9.0 	8.0 	9.0 	31.0 	42.0 	10.0 	11.0 	4.0 	4.0 	8.0 	8.0 	10.0 
dme-miR-4-5p_MIMAT0020785 	1.0 	9.0 	8.0 	9.0 	5.0 	5.0 	2.0 	0.0 	7.0 	2.0 	6.0 	1.0 	3.0 	7.0 	8.0 	4.0 	4.0 	6.0 	3.0 	7.0 	5.0 	9.0 	6.0 	2.0 
dme-miR-286-3p_MIMAT0000359 	447.0 	5748.0 	1770.0 	770.0 	1870.0 	1741.0 	837.0 	1110.0 	1185.0 	1205.0 	795.0 	852.0 	933.0 	806.0 	765.0 	785.0 	826.0 	958.0 	775.0 	973.0 	767.0 	1059.0 	550.0 	612.0 
dme-miR-286-5p_MIMAT0020820 	3.0 	8.0 	1.0 	3.0 	2.0 	5.0 	3.0 	1.0 	0.0 	3.0 	0.0 	0.0 	2.0 	0.0 	0.0 	0.0 	1.0 	0.0 	1.0 	2.0 	4.0 	1.0 	1.0 	5.0 
dme-miR-3-3p_MIMAT0000108 	8.0 	41.0 	24.0 	31.0 	42.0 	33.0 	35.0 	36.0 	23.0 	35.0 	31.0 	33.0 	26.0 	26.0 	38.0 	41.0 	37.0 	27.0 	52.0 	49.0 	30.0 	52.0 	29.0 	21.0 
dme-miR-3-5p_MIMAT0020784 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-309-3p_MIMAT0000401 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-309-5p_MIMAT0020835 	0.0 	0.0 	2.0 	2.0 	3.0 	2.0 	0.0 	1.0 	3.0 	0.0 	0.0 	0.0 	2.0 	2.0 	1.0 	1.0 	1.0 	0.0 	4.0 	2.0 	0.0 	2.0 	1.0 	0.0 
dme-miR-310-3p_MIMAT0000402 	5.0 	16.0 	19.0 	12.0 	7.0 	16.0 	8.0 	5.0 	22.0 	3.0 	4.0 	8.0 	55.0 	21.0 	14.0 	60.0 	35.0 	17.0 	15.0 	17.0 	21.0 	24.0 	8.0 	15.0 
dme-miR-310-5p_MIMAT0020836 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	1.0 
dme-miR-311-3p_MIMAT0000403 	69.0 	167.0 	317.0 	160.0 	212.0 	220.0 	109.0 	153.0 	232.75 	129.0 	90.0 	141.0 	1412.5 	282.0 	142.0 	206.0 	171.0 	200.0 	295.0 	249.0 	279.0 	422.0 	158.0 	120.0 
dme-miR-311-5p_MIMAT0020837 	0.0 	4.0 	1.0 	4.0 	4.0 	3.0 	3.0 	5.0 	1.33333333333 	8.0 	0.0 	1.0 	27.0 	3.0 	3.0 	8.0 	2.0 	13.0 	0.0 	8.0 	6.0 	4.0 	6.0 	4.0 
dme-miR-312-3p_MIMAT0000404 	407.0 	974.0 	1293.5 	575.0 	704.0 	701.0 	448.0 	794.0 	826.0 	532.0 	397.0 	482.0 	3545.5 	894.0 	586.0 	691.5 	810.0 	928.0 	847.0 	838.5 	743.0 	1202.5 	526.0 	531.5 
dme-miR-312-5p_MIMAT0020838 	1.0 	1.0 	4.0 	1.0 	3.0 	3.0 	2.0 	11.0 	5.0 	4.0 	1.0 	2.0 	12.0 	11.5 	8.0 	5.0 	3.0 	1.5 	5.5 	11.5 	12.0 	10.5 	9.0 	4.0 
dme-miR-313-3p_MIMAT0000405 	3.0 	2.0 	8.0 	5.0 	9.0 	5.0 	6.0 	5.0 	5.0 	8.0 	3.0 	1.0 	33.0 	9.0 	4.0 	11.5 	13.0 	6.0 	19.0 	2.0 	9.0 	6.0 	12.0 	9.0 
dme-miR-313-5p_MIMAT0020839 	2.0 	2.0 	5.0 	5.0 	4.0 	7.0 	4.0 	5.0 	4.0 	5.0 	4.0 	7.0 	21.0 	1.0 	6.0 	4.0 	7.5 	8.0 	4.5 	6.0 	1.0 	9.0 	7.0 	2.5 
dme-miR-2498-5p_MIMAT0012210 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 	2.0 	0.0 	2.0 	0.0 
dme-miR-2498-3p_MIMAT0012211 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-991-3p_MIMAT0005509 	11.0 	35.2 	30.0 	19.0 	19.0 	25.0 	25.0 	38.0 	21.0 	31.0 	17.0 	38.2 	38.0 	22.0 	30.0 	28.0 	7.0 	37.0 	17.0 	40.0 	10.0 	47.0 	33.0 	20.0 
dme-miR-991-5p_MIMAT0020890 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
